This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"202094","DE TOUR VILL",-83.9167,46.0167,183,"COOP","18228"
"202250","DOWAGIAC 1 W",-86.1333,41.9833,224,"COOP","18241"
"202395","EAST LANSING",-84.4833,42.6667,268,"COOP","18261"
"202423","EAST TAWAS",-83.5000,44.2833,178,"COOP","18263"
"202631","ESSEXVILLE",-83.8667,43.6167,180,"COOP","18278"
"202671","EVART",-85.2667,43.9000,305,"COOP","18279"
"203391","GRAYLING",-84.7000,44.6500,348,"COOP","18346"
"203585","HARBOR BEACH",-82.6333,43.8333,182,"COOP","18373"
"203632","HART",-86.3667,43.7000,207,"COOP","18380"
"203661","HASTINGS",-85.3000,42.6500,238,"COOP","18383"
"203769","HESPERIA 4 W",-86.1000,43.5833,238,"COOP","18389"
"203823","HILLSDALE",-84.6333,41.9333,329,"COOP","18393"
"203858","HOLLAND",-86.1167,42.8000,186,"COOP","18394"
"203932","HOUGHTON LAK",-84.8833,44.3167,346,"COOP","18405"
"204078","IONIA 1 WNW",-85.0667,42.9833,227,"COOP","18422"
"204104","IRONWOOD",-90.1833,46.4667,436,"COOP","18426"
"204502","LAKE CITY EX",-85.2000,44.3167,378,"COOP","18452"
"204967","LUPTON 1 S",-84.0167,44.4167,275,"COOP","18484"
"205073","MANISTIQUE",-86.2500,45.9500,176,"COOP","18497"
"205531","MIO HYDRO PL",-84.1333,44.6667,293,"COOP","18544"
"205662","MOUNT PLEASA",-84.7667,43.5833,244,"COOP","18570"
"207094","ROGERS CITY",-83.7667,45.3500,235,"COOP","18697"
"207350","SANDUSKY",-82.8333,43.4167,236,"COOP","18730"
"207820","STANDISH 1 N",-83.9667,44.0000,194,"COOP","18775"
"208417","VANDERBILT 1",-84.4500,45.1667,282,"COOP","18823"
"208800","WEST BRANCH",-84.2333,44.2667,278,"COOP","18852"
"210075","ALBERT LEA",-93.3500,43.6500,372,"COOP","18887"
"210252","ARGYLE 4 E",-96.7333,48.3333,265,"COOP","18901"
"210939","BRAINERD",-94.2000,46.3667,360,"COOP","18935"
"211063","BROWNS VALLE",-96.8333,45.6167,300,"COOP","18941"
"213793","HINCKLEY",-92.9333,46.0167,315,"COOP","19082"
"215136","MAPLE PLAIN",-93.6500,45.0000,296,"COOP","19154"
"215638","MORRIS WC EX",-95.8833,45.5833,335,"COOP","19188"
"216228","ORWELL DAM",-96.1833,46.2167,329,"COOP","19218"
"216547","PINE RIVER D",-94.1167,46.6667,381,"COOP","19232"
"216795","RED LAKE IND",-95.0333,47.8667,372,"COOP","19246"
"216849","REMER 2",-93.9000,47.0500,410,"COOP","19255"
"217907","SPRINGFIELD",-94.9833,44.2500,326,"COOP","19304"
"218311","TOWER 3 S",-92.2833,47.7500,445,"COOP","19327"
"218323","TRACY",-95.6167,44.2333,428,"COOP","19328"
"218579","WADENA 3 S",-95.1500,46.4000,423,"COOP","19343"
"218692","WASECA EXPER",-93.5167,44.0667,351,"COOP","19352"
"219033","WINDOM",-95.1000,43.8667,419,"COOP","19372"
"219046","WINNEBAGO",-94.1667,43.7667,339,"COOP","19373"
"219170","WORTHINGTON",-95.5833,43.6500,479,"COOP","19386"
"220488","BATESVILLE 2",-89.9833,34.3000,67,"COOP","19416"
"220521","BAY ST LOUIS",-89.5833,30.3667,9,"COOP","19418"
"220523","BAY SPRINGS",-89.3000,32.0000,107,"COOP","19419"
"220955","BOONEVILLE",-88.5667,34.6667,149,"COOP","19431"
"221389","CANTON",-90.0333,32.6000,70,"COOP","19446"
"221489","CARTHAGE 4 S",-89.4667,32.7000,112,"COOP","19448"
"221707","CLARKSDALE",-90.5667,34.2000,52,"COOP","19455"
"222385","D LO 2 SW",-89.9333,31.9500,102,"COOP","19486"
"223605","GREENVILLE",-91.0167,33.3833,40,"COOP","19516"
"223645","GRENADA",-89.8167,33.7833,55,"COOP","19523"
"223887","HATTIESBURG",-89.2833,31.3000,67,"COOP","19530"
"224173","HOLLY SPRING",-89.4333,34.8167,147,"COOP","19542"
"224265","HOUSTON 2 NE",-88.9667,33.9167,92,"COOP","19543"
"224377","INDEPENDENCE",-89.8000,34.7333,110,"COOP","19544"
"224455","IUKA",-88.1833,34.8167,159,"COOP","19547"
"224776","KOSCIUSKO",-89.6000,33.0667,139,"COOP","19555"
"224939","LAUREL",-89.1167,31.6833,70,"COOP","19566"
"225070","LIBERTY 5 W",-90.8833,31.1667,105,"COOP","19570"
"225247","LOUISVILLE",-89.0667,33.1333,177,"COOP","19574"
"225789","MERRILL",-88.7167,30.9833,15,"COOP","19602"
"225897","MINTER CITY",-90.3000,33.7500,38,"COOP","19604"
"225987","MONTICELLO",-90.1000,31.5500,67,"COOP","19606"
"226351","NITTA YUMA",-90.8500,33.0333,34,"COOP","19618"
"226476","OAKLEY EXP S",-90.5167,32.2000,62,"COOP","19620"
"226562","ONWARD",-90.9333,32.7167,30,"COOP","19628"
"226718","PASCAGOULA 2",-88.5000,30.3833,5,"COOP","19638"
"226894","PHILADELPHIA",-89.1333,32.7667,126,"COOP","19647"
"226921","PICAYUNE",-89.7000,30.5167,18,"COOP","19650"
"227111","PONTOTOC EXP",-89.0000,34.1500,123,"COOP","19658"
"227132","PORT GIBSON",-91.0000,31.9667,37,"COOP","19660"
"227252","QUITMAN 1 N",-88.7167,32.0667,92,"COOP","19664"
"227444","RICHTON 3 SS",-88.9000,31.3000,50,"COOP","19668"
"227467","RIPLEY",-88.9500,34.7333,159,"COOP","19671"
"227560","ROLLING FORK",-90.8833,32.9000,32,"COOP","19674"
"228374","STATE UNIVER",-88.8000,33.4667,122,"COOP","19705"
"228445","STONEVILLE E",-90.9167,33.4333,40,"COOP","19709"
"228998","TUNICA 2",-90.3833,34.6833,58,"COOP","19723"
"229079","UNIVERSITY",-89.5333,34.3833,116,"COOP","19734"
"229400","WATER VALLEY",-89.6333,34.1667,116,"COOP","19754"
"229743","WINONA 5 E",-89.6333,33.4833,119,"COOP","19772"
"230657","BILLINGS 2 N",-93.5500,37.0833,412,"COOP","19815"
"230789","BOLIVAR 1 NE",-93.3833,37.6167,315,"COOP","19824"
"230817","BOONVILLE",-92.7500,38.9667,204,"COOP","19828"
"231037","BRUNSWICK",-93.1167,39.4167,198,"COOP","19838"
"231356","CARTHAGE",-94.3167,37.1833,302,"COOP","19862"
"231364","CARUTHERSVIL",-89.6667,36.2000,85,"COOP","19864"
"231383","CASSVILLE RA",-93.8667,36.6833,409,"COOP","19865"
"231674","CLEARWATER D",-90.7833,37.1167,201,"COOP","19877"
"231711","CLINTON",-93.7667,38.3667,241,"COOP","19881"
"231759","COLE CAMP 9",-93.0833,38.3333,278,"COOP","19883"
"231822","CONCEPTION",-94.6833,40.2500,339,"COOP","19892"
"232289","DONIPHAN 4 S",-90.8167,36.5833,101,"COOP","19911"
"232302","DORA",-92.2500,36.7667,302,"COOP","19913"
"232511","ELDORADO SPR",-94.0167,37.8333,281,"COOP","19924"
"232591","ELSBERRY 1 S",-90.7833,39.1500,137,"COOP","19931"
"232809","FARMINGTON",-90.3833,37.7833,284,"COOP","19945"
"233038","FREDERICKTOW",-90.3000,37.5667,214,"COOP","19958"
"233451","GREENVILLE 6",-90.4500,37.2000,149,"COOP","19982"
"233568","HAMILTON 2 W",-94.0333,39.7500,275,"COOP","19989"
"233601","HANNIBAL WAT",-91.3667,39.7167,217,"COOP","19991"
"234271","JEFFERSON CI",-92.1833,38.5833,204,"COOP","20015"
"234417","KENNETT RADI",-90.0667,36.2167,82,"COOP","20052"
"234694","LAKESIDE",-92.6167,38.2000,180,"COOP","20067"
"234705","LAMAR",-94.2667,37.5000,299,"COOP","20068"
"234904","LEXINGTON",-93.8833,39.1833,256,"COOP","20081"
"234919","LICKING 4 N",-91.9000,37.5500,359,"COOP","20085"
"235340","MARYVILLE 2",-94.8333,40.3500,300,"COOP","20109"
"235541","MEXICO",-91.9000,39.1833,236,"COOP","20116"
"235862","MOUNT VERNON",-93.8833,37.0667,363,"COOP","20141"
"236045","NEW MADRID",-89.5333,36.5833,95,"COOP","20155"
"236460","OZARK BEACH",-93.1167,36.6667,214,"COOP","20174"
"236739","PLATTSBURG",-94.4500,39.5667,274,"COOP","20195"
"236777","POMME DE TER",-93.3167,37.9167,275,"COOP","20203"
"236804","PORTAGEVILLE",-89.7000,36.4167,85,"COOP","20207"
"237263","ROLLA UNIV O",-91.7667,37.9500,360,"COOP","20230"
"237397","ST CHARLES",-90.5000,38.7833,142,"COOP","20239"
"237398","ST CHARLES 7",-90.5167,38.6833,137,"COOP","20240"
"237475","ST LOUIS WSF",-90.5667,38.8000,166,"COOP","20260"
"237645","SELIGMAN",-93.9333,36.5167,470,"COOP","20268"
"238043","STEELVILLE 2",-91.3667,38.0000,214,"COOP","20288"
"238571","VAN BUREN RA",-90.9833,36.9667,158,"COOP","20321"
"238620","VIENNA 2 WNW",-91.9833,38.2000,235,"COOP","20331"
"238700","WAPPAPELLO D",-90.2833,36.9333,101,"COOP","20335"
"238712","WARRENSBURG",-93.7167,38.7333,256,"COOP","20337"
"239032","WINDSOR",-93.5167,38.5333,275,"COOP","20363"
"242104","CRESTON",-114.1333,48.1833,897,"COOP","20538"
"242421","DIVIDE 2 NW",-112.7833,45.7667,1648,"COOP","20573"
"244328","HUNGRY HORSE",-114.0000,48.3500,964,"COOP","20760"
"244447","JACKSON 1 SE",-113.4000,45.3667,2003,"COOP","20774"
"245009","LIBBY DAM",-115.3000,48.4000,671,"COOP","20815"
"245761","MOCCASIN EXP",-109.9500,47.0500,1312,"COOP","20900"
"245886","MOULTON RESE",-112.5000,46.0833,2042,"COOP","20913"
"246304","OVANDO 9 SSE",-113.0667,46.9000,1297,"COOP","20943"
"248324","TOWNSEND",-111.5167,46.3167,1168,"COOP","21130"
"250070","ALBION",-98.0000,41.6833,537,"COOP","21237"
"250365","ARTHUR",-101.6833,41.5667,1154,"COOP","21255"
"250375","ASHLAND 3 NE",-96.3333,41.0667,326,"COOP","21260"
"250445","AURORA",-98.0000,40.8667,545,"COOP","21267"
"250760","BENKELMAN",-101.5333,40.0500,910,"COOP","21287"
"250865","BIG SPRINGS",-102.0833,41.0667,1028,"COOP","21297"
"250930","BLAIR",-96.1333,41.5500,340,"COOP","21298"
"251130","BREWSTER",-99.8667,41.9500,762,"COOP","21309"
"251450","CANADAY STEA",-99.7000,40.7000,720,"COOP","21336"
"251684","CLAY CENTER",-98.1500,40.5333,552,"COOP","21346"
"251825","COLUMBUS 3 N",-97.3333,41.4667,442,"COOP","21351"
"252000","CRESCENT LAK",-102.4333,41.7500,1165,"COOP","21362"
"252145","DALTON",-102.9667,41.4167,1284,"COOP","21377"
"252205","DAVID CITY",-97.1333,41.2500,492,"COOP","21381"
"252820","FAIRBURY 2 S",-97.1667,40.1167,409,"COOP","21421"
"253035","FRANKLIN",-98.9667,40.1000,577,"COOP","21431"
"253165","GAVINS POINT",-97.4667,42.8500,383,"COOP","21438"
"253595","HARLAN COUNT",-99.2133,40.0892,610,"COOP","21476"
"253605","HARRISBURG 1",-103.8833,41.6500,1360,"COOP","21477"
"253615","HARRISON",-103.8833,42.6833,1479,"COOP","21478"
"253735","HEBRON",-97.5833,40.1667,451,"COOP","21490"
"253755","HEMINGFORD",-103.0833,42.3500,1300,"COOP","21492"
"253810","HERSHEY 2 E",-100.9500,41.1500,878,"COOP","21500"
"253910","HOLDREGE",-99.3667,40.4333,708,"COOP","21507"
"254335","KEARNEY 4 NE",-99.0167,40.7333,649,"COOP","21530"
"254440","KIMBALL",-103.6667,41.2333,1434,"COOP","21534"
"254455","KINGSLEY DAM",-101.6667,41.2167,1008,"COOP","21535"
"254985","LOUP CITY 1",-98.9667,41.2833,647,"COOP","21567"
"255080","MADISON",-97.4500,41.8333,482,"COOP","21573"
"255310","MCCOOK",-100.5833,40.2000,785,"COOP","21586"
"255388","MEDICINE CRE",-100.2167,40.3833,727,"COOP","21595"
"255702","MULLEN 21 NW",-101.3333,42.2667,1052,"COOP","21613"
"255810","NEBRASKA CIT",-95.8667,40.6833,317,"COOP","21616"
"256018","NE NEBRASKA",-96.9500,42.3833,445,"COOP","21642"
"256075","NORTH PLATTE",-100.7500,41.0667,922,"COOP","21650"
"256100","NW AGRICULTU",-102.9500,42.1333,1225,"COOP","21652"
"256135","OAKDALE",-97.9667,42.0667,525,"COOP","21653"
"256200","OGALLALA",-101.7167,41.1333,985,"COOP","21659"
"257070","RED CLOUD",-98.5167,40.1000,525,"COOP","21734"
"257318","ROSE 7 WNW",-99.6667,42.1667,777,"COOP","21748"
"257830","SIDNEY 6 NNW",-103.0000,41.2333,1318,"COOP","21781"
"258395","SYRACUSE",-96.1833,40.6667,336,"COOP","21816"
"258465","TECUMSEH",-96.1833,40.3667,345,"COOP","21823"
"259200","WEST POINT",-96.7167,41.8500,399,"COOP","21868"
"263250","GOLCONDA TIP",-117.5000,40.7500,1417,"COOP","22025"
"263285","GOLDFIELD",-117.2333,37.7000,1735,"COOP","22027"
"263515","HAWTHORNE AI",-118.6667,38.5500,1285,"COOP","22040"
"264384","LAKE VALLEY",-114.6500,38.3167,1937,"COOP","22081"
"264394","LAMOILLE MIL",-115.5500,40.7000,1769,"COOP","22085"
"264651","LOGANDALE UN",-114.4667,36.5667,403,"COOP","22108"
"264745","LUND",-115.0000,38.8500,1697,"COOP","22115"
"264935","MC DERMITT",-117.7167,42.0000,1380,"COOP","22129"
"264950","MC GILL",-114.7667,39.4000,1934,"COOP","22131"
"265191","MINDEN AIRPO",-119.7500,39.0000,1435,"COOP","22144"
"265440","MOUNT ROSE B",-119.8667,39.3500,2257,"COOP","22156"
"265760","OLD RUTH",-114.9833,39.2667,2144,"COOP","22170"
"266691","RED ROCK CAN",-115.4500,36.0833,1153,"COOP","22207"
"267953","SUTCLIFFE WA",-119.6333,40.0500,1158,"COOP","22275"
"268838","WADSWORTH 4",-119.2833,39.7000,1281,"COOP","22307"
"270690","BERLIN",-71.1833,44.4500,283,"COOP","22349"
"270741","BLACKWATER D",-71.7167,43.3167,168,"COOP","22354"
"272999","FIRST CONNEC",-71.2833,45.0833,506,"COOP","22392"
"273182","FRANKLIN FAL",-71.6500,43.4667,131,"COOP","22399"
"275702","NASHUA",-71.4500,42.7667,27,"COOP","22459"
"275995","NORTH CONWAY",-71.1333,44.0500,162,"COOP","22471"
"276945","PLYMOUTH 1 E",-71.6667,43.7667,171,"COOP","22489"
"278539","SURRY MOUNTA",-72.3167,43.0000,168,"COOP","22507"
"278612","TAMWORTH 3",-71.3000,43.9000,239,"COOP","22510"
"280907","BOONTON 1 SE",-74.4000,40.9000,85,"COOP","22561"
"281335","CANOE BROOK",-74.3500,40.7500,55,"COOP","22573"
"281582","CHARLOTTEBUR",-74.4333,41.0333,232,"COOP","22579"
"282768","ESSEX FELLS",-74.2833,40.8333,107,"COOP","22595"
"283029","FLEMINGTON 3",-74.8000,40.5167,43,"COOP","22599"
"283181","FREEHOLD",-74.2500,40.2667,58,"COOP","22601"
"283291","GLASSBORO",-75.1167,39.7000,30,"COOP","22603"
"283662","HAMMONTON 2",-74.8000,39.6500,27,"COOP","22607"
"283935","HIGH POINT P",-74.6667,41.3000,430,"COOP","22609"
"283951","HIGHTSTOWN 2",-74.5667,40.2667,31,"COOP","22610"
"284887","LITTLE FALLS",-74.2333,40.8833,46,"COOP","22622"
"284987","LONG BRANCH",-74.0000,40.2667,9,"COOP","22624"
"285003","LONG VALLEY",-74.7833,40.7833,168,"COOP","22625"
"285769","MORRIS PLAIN",-74.5000,40.8333,122,"COOP","22641"
"286055","NEW BRUNSWIC",-74.4333,40.4667,26,"COOP","22646"
"286177","NEWTON ST PA",-74.8000,41.0333,274,"COOP","22651"
"288644","SUSSEX 1 SE",-74.6000,41.2000,119,"COOP","22698"
"290600","ARTESIA 6 S",-104.3833,32.7667,1024,"COOP","22761"
"290992","BITTER LAKES",-104.4000,33.4833,1064,"COOP","22782"
"291180","BRAZOS LODGE",-106.4500,36.7333,2432,"COOP","22795"
"291286","CABALLO DAM",-107.3000,32.9000,1277,"COOP","22807"
"291480","CARLSBAD CAV",-104.4500,32.1833,1343,"COOP","22829"
"291840","CIRCLE F RAN",-105.0000,33.9000,1454,"COOP","22849"
"291939","CLOVIS",-103.2000,34.4000,1305,"COOP","22865"
"291963","CLOVIS 13 N",-103.2167,34.6000,1352,"COOP","22870"
"292096","CORONA 11 SS",-105.6833,34.1000,1982,"COOP","22879"
"292677","DUVAL POTASH",-103.9000,32.5333,1074,"COOP","22926"
"292700","EAGLE NEST",-105.2667,36.5500,2519,"COOP","22929"
"292837","EL VADO DAM",-106.7333,36.6000,2054,"COOP","22939"
"292848","ELEPHANT BUT",-107.1833,33.1500,1395,"COOP","22940"
"292854","ELIDA",-103.6500,33.9500,1327,"COOP","22941"
"293142","FARMINGTON E",-108.3167,36.7000,1715,"COOP","22967"
"293294","FORT SUMNER",-104.2319,34.4667,1227,"COOP","22984"
"294719","LAGUNA",-107.4000,35.0333,1769,"COOP","23106"
"295290","LYBROOK",-107.5667,36.2333,2181,"COOP","23144"
"295560","MCGAFFEY 4 S",-108.4500,35.3333,2438,"COOP","23160"
"296061","NAVAJO DAM",-107.6167,36.8167,1760,"COOP","23199"
"296435","OROGRANDE",-106.1000,32.3833,1275,"COOP","23219"
"296687","PEDERNAL 4 E",-105.5667,34.6333,1891,"COOP","23239"
"297279","RATON FILTER",-104.4333,36.9167,2109,"COOP","23283"
"298085","SANTA FE COL",-105.9667,35.6500,2073,"COOP","23350"
"298518","STANLEY 1 NN",-105.9667,35.1667,1945,"COOP","23391"
"298535","STATE UNIVER",-106.7500,32.2833,1183,"COOP","23393"
"298668","TAOS",-105.6000,36.3833,2124,"COOP","23405"
"299156","TUCUMCARI 4",-103.6833,35.2000,1249,"COOP","23438"
"299330","VALMORA",-104.9333,35.8167,1922,"COOP","23448"
"300063","ALCOVE DAM",-73.9333,42.4667,183,"COOP","23496"
"300093","ALLEGANY STA",-78.7500,42.1000,458,"COOP","23501"
"300220","ARCADE",-78.4167,42.5333,475,"COOP","23509"
"300331","AURORA RESEA",-76.6500,42.7333,253,"COOP","23521"
"300343","AVON",-77.7500,42.9167,166,"COOP","23523"
"300424","BARNES CORNE",-75.8000,43.8167,463,"COOP","23532"
"300448","BATH",-77.3500,42.3500,342,"COOP","23535"
"300766","BOLIVAR",-78.1667,42.0667,482,"COOP","23564"
"300785","BOONVILLE 2",-75.3500,43.4500,482,"COOP","23568"
"301095","CAIRO 4 NW",-74.0500,42.3333,143,"COOP","23596"
"301110","CAMDEN 2 NW",-75.7833,43.3667,165,"COOP","23599"
"301152","CANANDAIGUA",-77.2833,42.8500,219,"COOP","23604"
"301623","COLDEN 1 N",-78.6833,42.6667,312,"COOP","23655"
"301708","CONKLINGVILL",-73.9333,43.3167,247,"COOP","23660"
"301799","CORTLAND",-76.1833,42.6000,366,"COOP","23674"
"301974","DANSVILLE",-77.7000,42.5667,209,"COOP","23681"
"302036","DELHI 2 SE",-74.9000,42.2500,439,"COOP","23687"
"302169","DOWNSVILLE D",-74.9667,42.0833,397,"COOP","23699"
"302554","ELIZABETHTOW",-73.6000,44.2167,183,"COOP","23720"
"302610","ELMIRA 2 SE",-76.7833,42.0833,274,"COOP","23725"
"303025","FRANKLINVILL",-78.4667,42.3333,482,"COOP","23750"
"303124","GANNETT HILL",-77.4000,42.7000,602,"COOP","23762"
"303184","GENEVA RESEA",-77.0333,42.8833,219,"COOP","23771"
"303259","GLENHAM",-73.9333,41.5167,85,"COOP","23773"
"304102","INDIAN LAKE",-74.2833,43.7500,506,"COOP","23847"
"304174","ITHACA CORNE",-76.4500,42.4500,293,"COOP","23851"
"304207","JAMESTOWN 4",-79.2000,42.1333,381,"COOP","23855"
"304731","LIBERTY 1 NE",-74.7333,41.8000,482,"COOP","23892"
"304808","LITTLE VALLE",-78.8000,42.2500,480,"COOP","23901"
"304849","LOCKPORT 4 N",-78.6333,43.2000,134,"COOP","23904"
"304912","LOWVILLE",-75.4833,43.8000,262,"COOP","23905"
"305635","NAPLES",-77.4000,42.6167,229,"COOP","23958"
"305804","NEW YORK LAU",-73.9333,40.7333,3,"COOP","23983"
"306957","RAY BROOK",-74.1000,44.3000,494,"COOP","24071"
"307799","SLIDE MOUNTA",-74.4167,42.0167,808,"COOP","24145"
"308248","STILLWATER R",-75.0333,43.8833,515,"COOP","24182"
"308322","SUFFERN WATE",-74.1500,41.1167,82,"COOP","24188"
"308600","TROY LOCK AN",-73.6833,42.7500,7,"COOP","24213"
"308625","TULLY 4 NE",-76.0333,42.8333,396,"COOP","24217"
"308627","TULLY HEIBER",-76.0833,42.7667,580,"COOP","24218"
"308746","VALATIE 1 N",-73.6833,42.4333,92,"COOP","24230"
"308833","VESTAL",-76.0500,42.0500,454,"COOP","24234"
"308906","WALDEN 1 ESE",-74.1667,41.5500,122,"COOP","24240"
"309000","WATERTOWN",-75.8667,43.9667,153,"COOP","24253"
"309670","YORKTOWN HEI",-73.8000,41.2667,204,"COOP","24311"
"310241","ARCOLA",-77.9833,36.2833,101,"COOP","24319"
"310375","AURORA 6 N",-76.7833,35.3833,6,"COOP","24331"
"310674","BELHAVEN",-76.6333,35.5500,3,"COOP","24348"
"310901","BLOWING ROCK",-81.7000,36.1500,1170,"COOP","24357"
"311239","BURLINGTON F",-79.4333,36.0833,204,"COOP","24376"
"311564","CATALOOCHEE",-83.1000,35.6167,799,"COOP","24396"
"311677","CHAPEL HILL",-79.1000,35.9167,152,"COOP","24408"
"311881","CLINTON 2 NE",-78.2833,35.0167,48,"COOP","24424"
"311975","CONCORD",-80.6000,35.4167,210,"COOP","24429"
"312102","COWEETA EXP",-83.4333,35.0667,686,"COOP","24433"
"312238","DANBURY 1 NW",-80.2167,36.4167,256,"COOP","24443"
"312515","DURHAM",-78.9667,36.0333,125,"COOP","24455"
"313017","FAYETTEVILLE",-78.8667,35.0667,29,"COOP","24484"
"313101","FLETCHER 2 N",-82.4833,35.4500,637,"COOP","24489"
"313106","FLETCHER 3 W",-82.5667,35.4333,631,"COOP","24490"
"313150","FOREST CITY",-81.9333,35.2667,300,"COOP","24492"
"313969","HENDERSON 2",-78.4167,36.3667,146,"COOP","24539"
"314464","JACKSON SPRI",-79.6772,35.1858,223,"COOP","24565"
"314619","KENASVILLE 1",-77.9500,34.9667,31,"COOP","24568"
"314684","KINSTON 5 SE",-77.5333,35.2167,7,"COOP","24574"
"315116","LONGWOOD",-78.5500,34.0167,12,"COOP","24600"
"315123","LOUISBURG",-78.3167,36.1000,79,"COOP","24601"
"316001","MURPHY 3 SE",-84.0000,35.0667,506,"COOP","24650"
"316044","NASHVILLE",-77.9667,35.9667,64,"COOP","24656"
"316256","NORTH WILKES",-81.1500,36.1667,342,"COOP","24670"
"316805","PISGAH FORES",-82.7000,35.2667,644,"COOP","24697"
"317079","RALEIGH NC S",-78.7000,35.7833,122,"COOP","24717"
"317202","REIDSVILLE 2",-79.7000,36.3833,271,"COOP","24728"
"317319","ROANOKE RAPI",-77.6667,36.4833,64,"COOP","24732"
"317400","ROCKY MOUNT",-77.7167,35.9000,34,"COOP","24741"
"317516","ROXBORO",-79.0000,36.4000,221,"COOP","24748"
"318113","SOUTHPORT 5",-78.0167,34.0000,6,"COOP","24783"
"318964","WADESBORO",-80.0667,34.9667,146,"COOP","24821"
"319357","WHITEVILLE 7",-78.8000,34.4000,27,"COOP","24839"
"319467","WILMINGTON 7",-77.9167,34.3167,12,"COOP","24848"
"319476","WILSON 3 SW",-77.9500,35.7000,34,"COOP","24849"
"319555","W KERR SCOTT",-81.2333,36.1333,336,"COOP","24854"
"320941","BOTTINEAU",-100.4500,48.8333,500,"COOP","24896"
"322188","DICKINSON EX",-102.8000,46.8833,750,"COOP","24938"
"322193","DICKINSON RA",-102.8333,47.2000,725,"COOP","24939"
"322695","ENDERLIN",-97.6000,46.6167,336,"COOP","24957"
"323117","FORMAN 5 SSE",-97.6000,46.0333,381,"COOP","24970"
"323908","HANKINSON",-96.9000,46.0667,326,"COOP","25005"
"324203","HILLSBORO 3",-97.0667,47.4500,277,"COOP","25020"
"324343","HURDSFIELD 8",-100.0167,47.3500,609,"COOP","25024"
"326620","OAKES 2 S",-98.0833,46.1333,399,"COOP","25120"
"328737","TIOGA 1 E",-102.9167,48.4000,684,"COOP","25175"
"328792","TOWNER 2 NE",-100.4000,48.3500,451,"COOP","25177"
"328850","TUTTLE",-100.0000,47.1333,573,"COOP","25182"
"328913","UPHAM 3 N",-100.7333,48.6167,442,"COOP","25186"
"328937","VALLEY CITY",-98.0333,46.9667,369,"COOP","25190"
"329445","WILLOW CITY",-100.3000,48.6500,456,"COOP","25221"
"330256","ASHLAND 2 SW",-82.3500,40.8333,387,"COOP","25241"
"330264","ASHTABULA",-80.8000,41.8500,210,"COOP","25242"
"330279","ATHENS",-82.1000,39.3333,213,"COOP","25244"
"330430","BARNESVILLE",-81.1500,39.9833,365,"COOP","25251"
"331072","BUCYRUS",-82.9667,40.8167,304,"COOP","25281"
"331404","CENTERBURG 2",-82.6500,40.3000,367,"COOP","25316"
"331458","CHARDON",-81.1833,41.5833,345,"COOP","25317"
"331466","CHARLES MILL",-82.3667,40.7333,314,"COOP","25318"
"331550","CINCINNATI F",-84.7000,39.1167,153,"COOP","25330"
"331905","COSHOCTON AG",-81.8000,40.3667,347,"COOP","25376"
"332067","DAYTON",-84.1833,39.7667,239,"COOP","25381"
"332090","DEER CREEK L",-83.2167,39.6333,244,"COOP","25383"
"332098","DEFIANCE",-84.3833,41.2833,214,"COOP","25384"
"332119","DELAWARE",-83.0667,40.2833,274,"COOP","25387"
"332251","DORSET",-80.6667,41.6833,299,"COOP","25393"
"332485","EATON",-84.6333,39.7333,305,"COOP","25403"
"332928","FRANKLIN",-84.3167,39.5500,241,"COOP","25423"
"332956","FREDERICKTOW",-82.5333,40.4167,320,"COOP","25424"
"332974","FREMONT",-83.1167,41.3333,183,"COOP","25425"
"333375","GREENVILLE W",-84.6500,40.1000,319,"COOP","25447"
"333500","HANNIBAL LOC",-80.8667,39.6667,189,"COOP","25457"
"333874","HOYTVILLE 2",-83.7667,41.2167,214,"COOP","25469"
"333971","IRONTON",-82.6833,38.5333,165,"COOP","25475"
"334004","JACKSON 2 NW",-82.6500,39.0667,214,"COOP","25478"
"334189","KENTON",-83.6000,40.6500,303,"COOP","25486"
"334383","LANCASTER 2",-82.6333,39.7333,273,"COOP","25497"
"335041","MC CONNELSVI",-81.8500,39.6500,201,"COOP","25551"
"335438","MONTPELIER",-84.6000,41.5833,262,"COOP","25574"
"335894","NEW PHILADEL",-81.4500,40.5000,275,"COOP","25606"
"336118","NORWALK SEWA",-82.6167,41.2667,204,"COOP","25620"
"336465","PAULDING",-84.6000,41.1167,213,"COOP","25644"
"336729","PLYMOUTH 2 W",-82.7000,40.9833,293,"COOP","25665"
"336781","PORTSMOUTH",-82.8833,38.7500,165,"COOP","25668"
"337120","RIPLEY EXP F",-83.8000,38.7833,268,"COOP","25686"
"337693","SIDNEY 1 S",-84.1500,40.2667,285,"COOP","25712"
"337935","SPRINGFIELD",-83.8167,39.9667,284,"COOP","25727"
"338366","TOLEDO BLADE",-83.5333,41.6500,181,"COOP","25755"
"338378","TOM JENKINS",-82.0667,39.5500,232,"COOP","25756"
"338552","URBANA SEWAG",-83.7833,40.1000,305,"COOP","25763"
"339219","WILMINGTON 3",-83.8167,39.4833,304,"COOP","25803"
"340184","ALTUS DAM",-99.3000,34.8833,465,"COOP","25832"
"340332","ARNETT",-99.7667,36.1333,748,"COOP","25856"
"341168","BROKEN BOW D",-94.7000,34.1333,135,"COOP","25904"
"341745","CHICKASAW NR",-96.9667,34.5000,305,"COOP","25952"
